brand,product,description
Anastasia Beverly Hills,Luminous Foundation,355N (medium skin with a neutral golden undertone)  selected
Anastasia Beverly Hills,Luminous Foundation,100N (very fair skin with a neutral undertone)
Anastasia Beverly Hills,Luminous Foundation,110C (very fair skin with a cool undertone)
Anastasia Beverly Hills,Luminous Foundation,120W (very fair skin with a warm undertone)
Anastasia Beverly Hills,Luminous Foundation,130N (very fair skin with a neutral pink undertone)
Anastasia Beverly Hills,Luminous Foundation,140N (fair skin with a neutral peach undertone)
Anastasia Beverly Hills,Luminous Foundation,150W (fair skin with a warm beige undertone)
Anastasia Beverly Hills,Luminous Foundation,160C (fair skin with a cool golden undertone)
Anastasia Beverly Hills,Luminous Foundation,200W (light skin with a warm undertone)
Anastasia Beverly Hills,Luminous Foundation,210N (light skin with a neutral golden undertone)
Anastasia Beverly Hills,Luminous Foundation,220N (light skin with a neutral peach undertone)
Anastasia Beverly Hills,Luminous Foundation,230N (light skin with a pink undertone)
Anastasia Beverly Hills,Luminous Foundation,240N (light skin with a neutral warm undertone)
Anastasia Beverly Hills,Luminous Foundation,250C (light skin with a cool golden undertone)
Anastasia Beverly Hills,Luminous Foundation,260N (light skin with a neutral undertone)
Anastasia Beverly Hills,Luminous Foundation,270C (light to medium skin with a cool golden undertone)
Anastasia Beverly Hills,Luminous Foundation,300C (light to medium skin with a cool golden undertone)
Anastasia Beverly Hills,Luminous Foundation,305N (medium skin with a neutral olive undertone)
Anastasia Beverly Hills,Luminous Foundation,310C (medium skin with a cool olive undertone)
Anastasia Beverly Hills,Luminous Foundation,315N (medium skin with a neutral beige undertone)
Anastasia Beverly Hills,Luminous Foundation,320N (medium skin with a neutral pink undertone)
Anastasia Beverly Hills,Luminous Foundation,290C (light to medium skin with a warm golden undertone)
Anastasia Beverly Hills,Luminous Foundation,330W (medium skin with a warm yellow undertone)
Anastasia Beverly Hills,Luminous Foundation,332C (medium skin with a cool golden undertone)
Anastasia Beverly Hills,Luminous Foundation,335W (medium skin with a warm peach undertone)
Anastasia Beverly Hills,Luminous Foundation,340C (medium skin with a cool peach undertone)
Anastasia Beverly Hills,Luminous Foundation,345C (medium skin with a cool golden peach undertone)
Anastasia Beverly Hills,Luminous Foundation,350C (medium skin with a golden undertone)
Anastasia Beverly Hills,Luminous Foundation,360C (medium skin with a deep golden undertone)
Anastasia Beverly Hills,Luminous Foundation,365C (medium to tan skin with a cool olive undertone)
Anastasia Beverly Hills,Luminous Foundation,370W (medium to tan skin with a warm undertone)
Anastasia Beverly Hills,Luminous Foundation,400N (tan skin with a neutral peach undertone)
Anastasia Beverly Hills,Luminous Foundation,410C (tan skin with a golden undertone)
Anastasia Beverly Hills,Luminous Foundation,420C (tan skin with a cool undertone)
Anastasia Beverly Hills,Luminous Foundation,430W (tan skin with a warm undertone)
Anastasia Beverly Hills,Luminous Foundation,440C (tan skin with a cool golden undertone)
Anastasia Beverly Hills,Luminous Foundation,450C (tan skin with a deep golden undertone)
Anastasia Beverly Hills,Luminous Foundation,470C (tan skin with a cool deep golden undertone)
Anastasia Beverly Hills,Luminous Foundation,480C (tan skin with an olive undertone)
Anastasia Beverly Hills,Luminous Foundation,490W (tan skin with a red undertone)
Anastasia Beverly Hills,Luminous Foundation,500C (deep skin with a cool pink undertone)
Anastasia Beverly Hills,Luminous Foundation,510W (deep skin with a warm undertone)
Anastasia Beverly Hills,Luminous Foundation,520W (deep skin with a red olive undertone)
Anastasia Beverly Hills,Luminous Foundation,530N (deep skin with a neutral pink undertone)
Anastasia Beverly Hills,Luminous Foundation,540W (deep skin with a warm red undertone)
Anastasia Beverly Hills,Luminous Foundation,550W (deep skin with a neutral undertone)
Anastasia Beverly Hills,Luminous Foundation,560W (deep skin with a warm beige undertone)
Anastasia Beverly Hills,Luminous Foundation,570N (deep skin with a neutral red undertone)
Anastasia Beverly Hills,Luminous Foundation,580W (very deep skin with a warm red undertone)
Anastasia Beverly Hills,Luminous Foundation,590C (very deep skin with a cool undertone)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Shell 1W1 (very fair beige w/ golden, warm undertones)  selected"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Linen 1N1 (very fair beige w/ neutral undertones) OUT OF STOCK
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Alabaster 1C1 (very fair beige w/ rosy, cool undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Porcelain 1N2 (fair beige w/ peachy, neutral undertones) OUT OF STOCK"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Ivory 1C2 (fair beige w/ rosy, cool undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Sand 1W2 (fair beige w/ golden, warm undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Cashmere 1N3 (fair to light beige w/ neutral undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Vanilla 2W1 (light beige w/ golden, warm undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Bisque 2C1 (light beige w/ rosy, cool undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Cashew 2N1 (light beige w/ neutral undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Teak 2C2 (light to medium beige w/ peachy, cool undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Desert 2N2 (light to medium beige w/ neutral undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Buff 2W2 (light to medium beige w/ golden, warm undertones) OUT OF STOCK"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Buttercup 3W1 (medium beige w/ golden, warm undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Camel 3N1 (medium pinky beige w/ neutral undertones) OUT OF STOCK
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Noisette 3N2 (medium peachy beige w/ neutral undertones) OUT OF STOCK
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Pebble 3C1 (medium beige w/ rosy, cool undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Driftwood 3W2 (medium olive w/ warm undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Cassava 3C2 (medium tawny beige w/ rosy, cool undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Khaki 3N3 (medium to tan beige w/ neutral undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Olive 3W3 (medium to tan olive w/ warm undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Hazel 4W1 (tan caramel w/ golden, warm undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Fawn 4C1 (tan bronze w/ rosy, cool undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Bamboo 4W2 (very tan w/ golden, warm undertones) OUT OF STOCK"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Tan 4N1 (peachy tan w/ neutral undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Café 4N2 (very golden tan w/ neutral undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Sepia 4C2 (very tan bronze w/ cool undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Amber 5W1 (dark peach w/ warm undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Maple 5W2 (very dark auburn w/ warm undertones) OUT OF STOCK
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Terracotta 5N1 (dark caramel w/ neutral undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Cardamom 5W3 (dark to deep bronze w/ warm undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Coconut 5W4 (dark to deep auburn w/ peachy, warm undertones)"
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Walnut 5C1 (dark auburn w/ cool undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Mocha 5N2 (very dark coffee w/ neutral undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Clove 6W1 (deep bronze w/ warm undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Truffle 6W2 (very deep coffee w/ warm undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Sienna 6N2 (very deep auburn w/ neutral undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Espresso 6N1 (deep caramel w/ neutral undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Mahogany 6C1 (deep auburn w/ cool undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Tonka 6W3 (deepest mahogany w/ warm undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,Cacao 6C2 (very deep espresso w/ cool undertones)
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,"Chestnut 6C3 (deepest, rich espresso w/ cool undertones)"
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 3 (light/neutral)  selected
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 1 (fair cool)
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 2 (light/warm)
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 4 (medium/neutral)
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 5 (medium/neutral warm)
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 6 (medium/warm)
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 7 (medium/tan neutral)
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 8 (tan/warm)
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 9 (deep/neutral warm)
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 10 (deep/warm)
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 11 (deep/neutral)
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,Shade 12 (dark/neutral)
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 1 - Fair Cool  selected
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 2 - Light Warm
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 3 - Light Neutral Warm
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 4 - Medium Neutral
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 5- Medium Neutral Warm
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 6 - Medium Warm
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 7 - Medium-Tan Neutral
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 8 - Tan Warm
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 9 - Deep Neutral
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 10 - Deep Warm
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 11 - Dark Neutral
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Shade 12 - Dark Warm
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 1 - Fair Cool  selected
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 2 - Light Neutral
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 3 - Light Neutral Warm
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 4 - Medium Neutral
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 5- Medium Neutral Warm
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 6 - Medium Warm
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 7 - Medium-Tan Neutral
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 8 - Tan Warm
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 9 - Deep Neutral
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 10 - Deep Warm
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 11 - Dark Neutral
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Shade 12 - Dark Warm
It Cosmetics,CC+ Cream with SPF 50+,Fair (very fair skin w/ warm yellow undertone)  selected
It Cosmetics,CC+ Cream with SPF 50+,Fair Light (fair skin w/ cool pink undertone)
It Cosmetics,CC+ Cream with SPF 50+,Light (light skin w/ warm yellow undertone)
It Cosmetics,CC+ Cream with SPF 50+,Light Medium (light to medium skin w/ cool pink undertone)
It Cosmetics,CC+ Cream with SPF 50+,Medium (medium skin w/ warm yellow undertone)
It Cosmetics,CC+ Cream with SPF 50+,Neutral Medium (medium skin w/ clean neutral undertone)
It Cosmetics,CC+ Cream with SPF 50+,Medium Tan (medium to tan skin w/ warm yellow undertone)
It Cosmetics,CC+ Cream with SPF 50+,Neutral Tan (tan skin w/ clean neutral undertone)
It Cosmetics,CC+ Cream with SPF 50+,Tan (tan skin w/ warm yellow undertone)
It Cosmetics,CC+ Cream with SPF 50+,Rich (tan to deep skin w/ warm yellow undertone)
It Cosmetics,CC+ Cream with SPF 50+,Rich Honey (deep skin w/ warm yellow undertone)
It Cosmetics,CC+ Cream with SPF 50+,Deep (deep skin w/ neutral undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Neutral 33 (medium complexion with subtle neutral pink undertone)  selected
It Cosmetics,Your Skin But Better Foundation + Skincare,Fair Warm 10 (very fair complexion with subtle yellow undertones)
It Cosmetics,Your Skin But Better Foundation + Skincare,Fair Neutral 10.5 (very fair complexion with neutral undertones) OUT OF STOCK
It Cosmetics,Your Skin But Better Foundation + Skincare,Fair Neutral 11 (fair complexion with neutral undertones)
It Cosmetics,Your Skin But Better Foundation + Skincare,Fair Warm 12 (fair complexion with yellow undertones)
It Cosmetics,Your Skin But Better Foundation + Skincare,Light Cool 20 (light complexion with red undertones)
It Cosmetics,Your Skin But Better Foundation + Skincare,Light Neutral 20.5 (light complexion with subtle neutral pink undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Light Warm 21 (light complexion with yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Light Neutral 21.5 (light to medium complexion with subtle neutral pink undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Light Neutral 22 (light to medium complexion with neutral undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Light Warm 22.5 (light to medium complexion with subtle yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Light Warm 23 (light to medium complexion with olive yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Cool 30 (medium complexion with subtle red undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Neutral 31 (medium complexion with neutral undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Neutral 31.5 (medium complexion with subtle neutral peachy undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Warm 32 (medium complexion with subtle olive yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Cool 34 (medium to tan complexion with subtle red undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Warm 35 (medium to tan complexion with golden yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Cool 36 (medium to tan complexion with subtle red undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Neutral 39 (tan complexion with neutral undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Cool 40 (tan complexion with subtle red undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm 41 (tan complexion with subtle yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Neutral 42 (tan complexion with neutral olive undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm 42.5 (tan complexion with golden yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm 43 (tan complexion with yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm 44 (tan to rich complexion with subtle peachy yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Cool 50 (dark tan complexion with subtle red undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm 51 (dark tan complexion with subtle yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Neutral 51.25 (dark tan complexion with subtle golden neutral undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm 51.5 (dark tan complexion with yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Cool 51.75 (rich to deep complexion with subtle red undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm 52 (rich to deep complexion with golden yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Neutral 53 (rich to deep complexion with subtle golden neutral undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Neutral 58 (deep complexion with neutral undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool 59 (deep complexion with subtle red undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Warm 60 (deep complexion with golden yellow undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Neutral 61 (deep complexion with subtle red neutral undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool 62 (very complexion with rich red undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool 63 (very deep complexion with subtle red undertone)
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool 64 (very deep complexion with blueish red undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 54 N (medium sesame with neutral undertone)  selected
KVD Vegan Beauty,Lock-It Foundation,Light 40 N (near-white for mixing & artistry looks)
KVD Vegan Beauty,Lock-It Foundation,Light 41 N (fair ivory with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Light 42 N (fair porcelain with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Light 42 W (fair porcelain with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Light 43 W (fair linen with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Light 44 C (fair alabaster with cool undertone)
KVD Vegan Beauty,Lock-It Foundation,Light 45 N (light beige with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Light 45 W (light beige with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Light 46 C (light taupe with cool undertone)
KVD Vegan Beauty,Lock-It Foundation,Light 47 N (light bisque with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Light 48 N (light sand with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Light 49 N (light apricot with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 51 W (medium sand with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 52 N (medium bisque with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 52 W (medium bisque with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 52.5 N (medium wheat with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 53 N (medium beige with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 53 W (medium beige with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 54 C (medium sesame with cool undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 55 N (medium camel with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 56 N (medium almond with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 57 W (medium golden with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 58 N (medium honey with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 58 W (medium honey with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 59 N (tan acorn with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 62 W (tan caramel with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 64 N (tan taupe with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 65 N (tan toffee with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Medium 65 W (tan toffee with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 66 C (deep nutmeg with cool undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 67 C (deep cinnamon with cool undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 71 W (deep copper with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 74 W (deep chestnut with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 76 W (deep hazelnut with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 77 W (deep sienna with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 78 N (deep sycamore with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 79 N (deep pecan with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 79 W (deep pecan with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 80 N (deep coffee with neutral undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 81 C (deep espresso with cool undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 83 C (rich deep cocoa with cool undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 85 W (rich deep truffle with warm undertone)
KVD Vegan Beauty,Lock-It Foundation,Deep 87 N (rich deep ebony with neutral undertone)
KVD Vegan Beauty,Lock-It Powder Foundation,Medium 150 (medium sand)  selected
KVD Vegan Beauty,Lock-It Powder Foundation,Fair 105 (fair porcelain)
KVD Vegan Beauty,Lock-It Powder Foundation,Fair 110 (fair alabaster)
KVD Vegan Beauty,Lock-It Powder Foundation,Fair 115 (fair vanilla)
KVD Vegan Beauty,Lock-It Powder Foundation,Fair 120 (fair linen)
KVD Vegan Beauty,Lock-It Powder Foundation,Light 125 (light ivory)
KVD Vegan Beauty,Lock-It Powder Foundation,Light 130 (light almond)
KVD Vegan Beauty,Lock-It Powder Foundation,Light 135 (light sesame)
KVD Vegan Beauty,Lock-It Powder Foundation,Medium 140 (medium beige)
KVD Vegan Beauty,Lock-It Powder Foundation,Medium 145 (medium taupe)
KVD Vegan Beauty,Lock-It Powder Foundation,Medium 155 (medium bisque)
KVD Vegan Beauty,Lock-It Powder Foundation,Tan 160 (tan honey)
KVD Vegan Beauty,Lock-It Powder Foundation,Tan 165 (tan golden)
KVD Vegan Beauty,Lock-It Powder Foundation,Tan 170 (tan maple)
KVD Vegan Beauty,Lock-It Powder Foundation,Tan 175 (tan sienna)
KVD Vegan Beauty,Lock-It Powder Foundation,Tan Deep 180 (tan-deep acorn)
KVD Vegan Beauty,Lock-It Powder Foundation,Tan Deep 185 (tan-deep nutmeg)
KVD Vegan Beauty,Lock-It Powder Foundation,Tan Deep 190 (tan-deep cinnamon)
KVD Vegan Beauty,Lock-It Powder Foundation,Deep 195 (deep toffee)
KVD Vegan Beauty,Lock-It Powder Foundation,Deep 200 (deep chestnut)
KVD Vegan Beauty,Lock-It Powder Foundation,Deep 205 (deep sycamore)
KVD Vegan Beauty,Lock-It Powder Foundation,Deep 210 (deep pecan)
KVD Vegan Beauty,Lock-It Powder Foundation,Rich Deep 215 (rich deep walnut)
KVD Vegan Beauty,Lock-It Powder Foundation,Rich Deep 220 (rich deep coffee)
KVD Vegan Beauty,Lock-It Powder Foundation,Rich Deep 225 (rich deep coffee)
KVD Vegan Beauty,Lock-It Powder Foundation,Rich Deep 230 (rich deep cocoa)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Medium 150 (medium sand)  selected
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Fair 105 (fair porcelain)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Fair 110 (fair alabaster)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Fair 115 (fair vanilla)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Fair 120 (fair linen)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Light 125 (light ivory)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Light 130 (light almond)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Light 135 (light sesame)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Medium 140 (medium beige)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Medium 145 (medium taupe) OUT OF STOCK
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Medium 155 (medium bisque)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Tan 160 (tan honey)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Tan 165 (tan golden)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Tan 170 (tan maple)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Tan 175 (tan sienna)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Tan Deep 180 (tan-deep acorn)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Tan Deep 185 (tan-deep nutmeg)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Tan Deep 190 (tan-deep cinnamon)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Deep 195 (deep toffee)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Deep 200 (deep chestnut)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Deep 205 (deep sycamore)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Deep 210 (deep pecan)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Rich Deep 215 (rich deep walnut)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Rich Deep 220 (rich deep coffee)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Rich Deep 225 (rich deep coffee)
KVD Vegan Beauty,Lock-It Powder Foundation Refills,Rich Deep 230 (rich deep cocoa)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light 002 (near-white with neutral undertone)  selected
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light 004 (fair with neutral undertone) OUT OF STOCK
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light 006 (fair pink with warm undertone) OUT OF STOCK
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light 008 (fair golden with warm undertone) OUT OF STOCK
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light 010 (fair with cool undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light 012 (light pink with neutral undertone) OUT OF STOCK
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light 015 (light golden with warm undertone) OUT OF STOCK
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light 018 (light with cool undertone) OUT OF STOCK
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light 021 (light with neutral undertone) OUT OF STOCK
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light 024 (light with warm undertone) OUT OF STOCK
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium 027 (light-medium with neutral undertone) OUT OF STOCK
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium 030 (light-medium golden with warm undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium 033 (light-medium peach with warm undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium 036 (light-medium golden with neutral undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium 039 (medium peach with warm undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium 042 (medium golden with warm undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium 045 (medium peach with neutral undertone)
